Acquired on 3/17/2019 at 11:52:17
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52540524E+003	1.96532994E+005	-3.17956637E+001
   1.52540648E+003	1.96532834E+005	-3.17980500E+001
   1.52540772E+003	1.96532674E+005	-3.18502190E+001
   1.52540896E+003	1.96532514E+005	-3.19379204E+001
   1.52541020E+003	1.96532355E+005	-3.19793163E+001
   1.52541144E+003	1.96532195E+005	-3.19522454E+001
   1.52541268E+003	1.96532035E+005	-3.19270392E+001
   1.52541392E+003	1.96531876E+005	-3.19535145E+001
   1.52541515E+003	1.96531716E+005	-3.19917333E+001
   1.52541639E+003	1.96531556E+005	-3.19906738E+001
   1.52541763E+003	1.96531397E+005	-3.19762667E+001
   1.52541887E+003	1.96531237E+005	-3.20027044E+001
   1.52542011E+003	1.96531077E+005	-3.20554192E+001
   1.52542135E+003	1.96530918E+005	-3.20678466E+001
   1.52542259E+003	1.96530758E+005	-3.20303171E+001
   1.52542383E+003	1.96530598E+005	-3.20141356E+001
   1.52542507E+003	1.96530438E+005	-3.20591033E+001
   1.52542631E+003	1.96530279E+005	-3.20999798E+001
   1.52542755E+003	1.96530119E+005	-3.20579208E+001
   1.52542879E+003	1.96529959E+005	-3.19631525E+001
   1.52543003E+003	1.96529800E+005	-3.19093194E+001
   1.52543127E+003	1.96529640E+005	-3.19172356E+001
   1.52543251E+003	1.96529480E+005	-3.19193192E+001
   1.52543375E+003	1.96529321E+005	-3.18703074E+001
   1.52543499E+003	1.96529161E+005	-3.18071496E+001
   1.52543623E+003	1.96529001E+005	-3.17774138E+001
   1.52543747E+003	1.96528841E+005	-3.17685880E+001
   1.52543871E+003	1.96528682E+005	-3.17514153E+001
   1.52543995E+003	1.96528522E+005	-3.17524182E+001
   1.52544119E+003	1.96528362E+005	-3.18175716E+001
   1.52544242E+003	1.96528203E+005	-3.19163081E+001
   1.52544366E+003	1.96528043E+005	-3.19530280E+001
   1.52544490E+003	1.96527883E+005	-3.18967080E+001
   1.52544614E+003	1.96527724E+005	-3.18317479E+001
   1.52544738E+003	1.96527564E+005	-3.18401695E+001
   1.52544862E+003	1.96527404E+005	-3.18965814E+001
   1.52544986E+003	1.96527244E+005	-3.19259911E+001
   1.52545110E+003	1.96527085E+005	-3.19243484E+001
   1.52545234E+003	1.96526925E+005	-3.19479784E+001
   1.52545358E+003	1.96526765E+005	-3.19978851E+001
   1.52545482E+003	1.96526606E+005	-3.19975260E+001
   1.52545606E+003	1.96526446E+005	-3.19057018E+001
   1.52545730E+003	1.96526286E+005	-3.17848494E+001
   1.52545854E+003	1.96526127E+005	-3.17165249E+001
   1.52545978E+003	1.96525967E+005	-3.17075065E+001
   1.52546102E+003	1.96525807E+005	-3.17213399E+001
   1.52546226E+003	1.96525647E+005	-3.17563979E+001
   1.52546350E+003	1.96525488E+005	-3.18326927E+001
   1.52546474E+003	1.96525328E+005	-3.19224141E+001
   1.52546598E+003	1.96525168E+005	-3.19642317E+001
   1.52546722E+003	1.96525009E+005	-3.19571406E+001
   1.52546846E+003	1.96524849E+005	-3.19748982E+001
   1.52546970E+003	1.96524689E+005	-3.20592427E+001
   1.52547094E+003	1.96524530E+005	-3.21493760E+001
   1.52547217E+003	1.96524370E+005	-3.21584318E+001
   1.52547341E+003	1.96524210E+005	-3.20934881E+001
   1.52547465E+003	1.96524051E+005	-3.20343194E+001
   1.52547589E+003	1.96523891E+005	-3.20079011E+001
   1.52547713E+003	1.96523731E+005	-3.19606918E+001
   1.52547837E+003	1.96523571E+005	-3.18647298E+001
   1.52547961E+003	1.96523412E+005	-3.17833922E+001
   1.52548085E+003	1.96523252E+005	-3.17907984E+001
   1.52548209E+003	1.96523092E+005	-3.18712549E+001
   1.52548333E+003	1.96522933E+005	-3.19428172E+001
   1.52548457E+003	1.96522773E+005	-3.19661048E+001
   1.52548581E+003	1.96522613E+005	-3.19808144E+001
   1.52548705E+003	1.96522454E+005	-3.20202346E+001
   1.52548829E+003	1.96522294E+005	-3.20438038E+001
   1.52548953E+003	1.96522134E+005	-3.20017223E+001
   1.52549077E+003	1.96521974E+005	-3.19286293E+001
   1.52549201E+003	1.96521815E+005	-3.19016043E+001
   1.52549325E+003	1.96521655E+005	-3.19295417E+001
   1.52549449E+003	1.96521495E+005	-3.19526305E+001
   1.52549573E+003	1.96521336E+005	-3.19458230E+001
   1.52549697E+003	1.96521176E+005	-3.19566576E+001
   1.52549821E+003	1.96521016E+005	-3.20184624E+001
   1.52549945E+003	1.96520857E+005	-3.20841191E+001
   1.52550069E+003	1.96520697E+005	-3.20868642E+001
   1.52550193E+003	1.96520537E+005	-3.20343378E+001
   1.52550317E+003	1.96520377E+005	-3.19879407E+001
   1.52550441E+003	1.96520218E+005	-3.19689055E+001
   1.52550565E+003	1.96520058E+005	-3.19471280E+001
   1.52550688E+003	1.96519898E+005	-3.19163903E+001
   1.52550812E+003	1.96519739E+005	-3.19130811E+001
   1.52550936E+003	1.96519579E+005	-3.19431076E+001
   1.52551060E+003	1.96519419E+005	-3.19508435E+001
   1.52551184E+003	1.96519260E+005	-3.18987121E+001
   1.52551308E+003	1.96519100E+005	-3.18360380E+001
   1.52551432E+003	1.96518940E+005	-3.18371806E+001
   1.52551556E+003	1.96518780E+005	-3.18929914E+001
   1.52551680E+003	1.96518621E+005	-3.19158455E+001
   1.52551804E+003	1.96518461E+005	-3.18627022E+001
   1.52551928E+003	1.96518301E+005	-3.17945388E+001
