Acquired on 3/17/2019 at 11:41:38
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52553292E+003	1.96516545E+005	-5.04049248E+001
   1.52553416E+003	1.96516385E+005	-5.04921467E+001
   1.52553540E+003	1.96516225E+005	-5.04029639E+001
   1.52553664E+003	1.96516066E+005	-5.01034946E+001
   1.52553788E+003	1.96515906E+005	-4.97082855E+001
   1.52553912E+003	1.96515746E+005	-4.94289053E+001
   1.52554036E+003	1.96515587E+005	-4.94119456E+001
   1.52554160E+003	1.96515427E+005	-4.96464042E+001
   1.52554284E+003	1.96515267E+005	-4.99757457E+001
   1.52554408E+003	1.96515107E+005	-5.01875541E+001
   1.52554532E+003	1.96514948E+005	-5.01885304E+001
   1.52554656E+003	1.96514788E+005	-5.00960745E+001
   1.52554780E+003	1.96514628E+005	-5.00737948E+001
   1.52554903E+003	1.96514469E+005	-5.01266471E+001
   1.52555027E+003	1.96514309E+005	-5.01260177E+001
   1.52555151E+003	1.96514149E+005	-4.99995571E+001
   1.52555275E+003	1.96513990E+005	-4.98066353E+001
   1.52555399E+003	1.96513830E+005	-4.96411691E+001
   1.52555523E+003	1.96513670E+005	-4.95634375E+001
