Acquired on 3/17/2019 at 11:44:41
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  1.538331
Filter Resolution Bandwidth (pm):  9.680021
Convolved Resolution Bandwidth (pm):  9.801493

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)
   1.52545730E+003	1.96526286E+005	-4.92508690E+001
   1.52545854E+003	1.96526127E+005	-4.91513235E+001
   1.52545978E+003	1.96525967E+005	-4.88897278E+001
   1.52546102E+003	1.96525807E+005	-4.86064809E+001
   1.52546226E+003	1.96525647E+005	-4.84144505E+001
   1.52546350E+003	1.96525488E+005	-4.83466542E+001
   1.52546474E+003	1.96525328E+005	-4.84083670E+001
   1.52546598E+003	1.96525168E+005	-4.85709735E+001
   1.52546722E+003	1.96525009E+005	-4.87509921E+001
   1.52546846E+003	1.96524849E+005	-4.89133218E+001
   1.52546970E+003	1.96524689E+005	-4.91644863E+001
   1.52547094E+003	1.96524530E+005	-4.96255716E+001
   1.52547217E+003	1.96524370E+005	-5.02267489E+001
   1.52547341E+003	1.96524210E+005	-5.07142245E+001
   1.52547465E+003	1.96524051E+005	-5.09192361E+001
   1.52547589E+003	1.96523891E+005	-5.09120088E+001
   1.52547713E+003	1.96523731E+005	-5.07803513E+001
   1.52547837E+003	1.96523571E+005	-5.04727341E+001
   1.52547961E+003	1.96523412E+005	-4.99831693E+001
   1.52548085E+003	1.96523252E+005	-4.94726154E+001
   1.52548209E+003	1.96523092E+005	-4.90992388E+001
   1.52548333E+003	1.96522933E+005	-4.88838344E+001
   1.52548457E+003	1.96522773E+005	-4.87599516E+001
   1.52548581E+003	1.96522613E+005	-4.86661783E+001
   1.52548705E+003	1.96522454E+005	-4.86023277E+001
   1.52548829E+003	1.96522294E+005	-4.86303890E+001
   1.52548953E+003	1.96522134E+005	-4.88043880E+001
   1.52549077E+003	1.96521974E+005	-4.91159769E+001
   1.52549201E+003	1.96521815E+005	-4.95086613E+001
   1.52549325E+003	1.96521655E+005	-4.98769003E+001
   1.52549449E+003	1.96521495E+005	-5.00843191E+001
   1.52549573E+003	1.96521336E+005	-5.00898806E+001
   1.52549697E+003	1.96521176E+005	-4.99922073E+001
   1.52549821E+003	1.96521016E+005	-4.98951525E+001
   1.52549945E+003	1.96520857E+005	-4.98307784E+001
   1.52550069E+003	1.96520697E+005	-4.98075037E+001
   1.52550193E+003	1.96520537E+005	-4.98389206E+001
   1.52550317E+003	1.96520377E+005	-4.99270989E+001
   1.52550441E+003	1.96520218E+005	-5.00643856E+001
   1.52550565E+003	1.96520058E+005	-5.02230347E+001
   1.52550688E+003	1.96519898E+005	-5.03253686E+001
   1.52550812E+003	1.96519739E+005	-5.02873255E+001
   1.52550936E+003	1.96519579E+005	-5.01049646E+001
   1.52551060E+003	1.96519419E+005	-4.98613251E+001
   1.52551184E+003	1.96519260E+005	-4.96788542E+001
   1.52551308E+003	1.96519100E+005	-4.96770697E+001
   1.52551432E+003	1.96518940E+005	-4.99008282E+001
   1.52551556E+003	1.96518780E+005	-5.02359145E+001
   1.52551680E+003	1.96518621E+005	-5.04424392E+001
   1.52551804E+003	1.96518461E+005	-5.03585261E+001
   1.52551928E+003	1.96518301E+005	-5.00509906E+001
   1.52552052E+003	1.96518142E+005	-4.97058640E+001
   1.52552176E+003	1.96517982E+005	-4.94502763E+001
   1.52552300E+003	1.96517822E+005	-4.93254898E+001
   1.52552424E+003	1.96517663E+005	-4.93128731E+001
   1.52552548E+003	1.96517503E+005	-4.93140342E+001
   1.52552672E+003	1.96517343E+005	-4.92388279E+001
   1.52552796E+003	1.96517184E+005	-4.91807852E+001
   1.52552920E+003	1.96517024E+005	-4.93513834E+001
   1.52553044E+003	1.96516864E+005	-4.98286168E+001
   1.52553168E+003	1.96516704E+005	-5.04578010E+001
   1.52553292E+003	1.96516545E+005	-5.09685539E+001
   1.52553416E+003	1.96516385E+005	-5.11666200E+001
   1.52553540E+003	1.96516225E+005	-5.10218037E+001
   1.52553664E+003	1.96516066E+005	-5.06328878E+001
   1.52553788E+003	1.96515906E+005	-5.01632166E+001
   1.52553912E+003	1.96515746E+005	-4.97518638E+001
   1.52554036E+003	1.96515587E+005	-4.94458322E+001
   1.52554160E+003	1.96515427E+005	-4.92082160E+001
   1.52554284E+003	1.96515267E+005	-4.89744238E+001
   1.52554408E+003	1.96515107E+005	-4.87340488E+001
   1.52554532E+003	1.96514948E+005	-4.85611092E+001
   1.52554656E+003	1.96514788E+005	-4.85195568E+001
   1.52554780E+003	1.96514628E+005	-4.85843347E+001
